Timestamp,Location,ID,Site_Vial_ID_(SPS_4_digit_numeric_code),Date_[mm/dd/yyyy],Time_Zone,Field_Staff_[first_name_last_name],Time_Arriving_[24_hr_hh:mm],Time_Leaving_[24_hr_hh_mm],Weather,Vegetation,Stream_Hydrogeomorphology,Stream_Gradient,Dominant_Sediment_Type,Canopy_Coverage,Macrophyte_Coverage,Algal_Mat_Coverage,Latitude_[dd],Longitude_[dd],GPS_Accuracy_[ft],MiniDot_Start_Time_[24_hr_hh:mm],Equilibration_Start_Time_[24_hr_hh:mm],Equilibration_End_Time_[24_hr_hh:mm],Test_Start_Time_[24_hr_hh:mm],Test_End_Time_[24_hr_hh:mm],MiniDot_End_Time_[24_hr_hh:mm],MiniDot_Serial_Number,Temperature_[degC]-1,SpC_[uS/cm]-1,pH-1,TDS_[ppm]-1,Time_[24_hr_hh:mm]-1,Temperature_[degC]-2,SpC_[uS/cm]-2,pH-2,TDS_[ppm]-2,Time_[24_hr_hh:mm]-2,Temperature_[degC]-3,SpC_[uS/cm]-3,pH-3,TDS_[ppm]-3,Time_[24_hr_hh:mm]-3,BaroTroll_Serial_Number,Manta_Time_Turned_On_[24_hr_hh:mm],Manta_Start_Time_[24_hr_hh:mm],Manta_End_Time_[24_hr_hh:mm],Manta_Time_Turned_Off_[24_hr_hh:mm],Manta_Serial_Number,Notes,Material,Collection method description,Field program/cruise,Country
9/15/21 9:56,Tieton,S67,SPS_0028,8/30/21,PST,"Lupita_Renteria, Opal_Otenburg",10:50,13:32,Sunny,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),None,None,None,46.855643,-120.483696,16,7:38,10:59,11:19,11:29,13:29,15:49,441037_655955_718228,18.6,91.03,8.87,57.73,12:35,18.3,91.18,8.9,57.95,12:35,18.5,90.66,8.88,57.68,12:36,802177,7:55,11:00,13:27,15:44,03214660L,N/A,Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/17/21 8:31,Tieton,S68,SPS_0029,8/30/21,PST,"Lupita_Renteria, Opal_Otenburg",13:40,15:50,Sunny,"Broadleaf evergreen tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),High,None,Med,46.855711,-120.484841,17,7:38,13:47,14:07,14:09,15:47,15:49,441037_655955_718228,19.7,226.2,8.74,147.6,13:59,19.7,226.1,8.73,147.7,14:00,19.6,226,8.74,147.7,14:00,802177,7:55,13:55,15:43,15:44,03214660L,"Metadata sheets for Tieton sites incorrectly displayed ""441039"" under Serial numbers for MiniDots. Raw data confirmed the correct serial number was 441037 for this group of sites. ",Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/15/21 16:12,American,S71,SPS_0047,9/2/21,PST,"Sophia_McKever, Sammi_Grieger",8:12,10:48,Sunny,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),Low,Low,None,46.968185,-120.691204,13,8:14,8:20,8:40,8:44,10:45,14:17,255981_412314_681364,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,802185,8:13,8:18,10:46,14:47,03214657L,"Close to road, lots of large fallen logs & boulders in middle of stream. Lots of erosion/loose steep soil on bank nearest to road. Not much exposed sediment; only got I set of individual quadrant grain size photos. ",Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/15/21 16:29,American,S72,SPS_0049,9/3/21,PST,"Sophia_McKever, Sammi_Grieger",7:58,10:50,Sunny,"Broadleaf deciduous tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),High,Low,Low,46.99491,-120.590443,22,8:00,8:18,8:38,8:45,10:45,14:04,255981_412314_681364,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,802185,7:59,8:07,10:44,14:05,03214657L,"Didn't hang up barotroll at this site; barotoll was left at previous site (SPS_0048) over night. Site by bridge, Pretty overgrown and eroded banks. Large pipe entering stream by bridge. Couldn't sample upstream of it, had to sample several meters below it. ",Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/15/21 16:20,American,S73,SPS_0048,9/2/21,PST,"Sophia_McKever, Sammi_Grieger",11:38,14:20,Sunny,"Broadleaf evergreen tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),None,None,None,46.98778012,-120.5710861,53,8:14,11:43,12:06,12:10,14:12,14:17,255981_412314_681364,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,802185,8:13,11:40,14:12,14:17,03214657L,"Site on side channel branched from main stem of Yakima. Can't access other side of river where cobble/exposed sediment is. Only exposed ""grain size"" is chunks of cement/granite. Took picture for example. Due to deep very fast moving water manta had to rest next to granite rock. Chamber with minidot SN- 412314 boat motor wasn't running when opened at the end. ",Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/15/21 16:42,American,S75,SPS_0050,9/3/21,PST,"Sophia_McKever, Sammi_Grieger",11:24,14:05,Sunny,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),High,None,None,47.017577,-120.51748,32,8:00,11:30,11:50,11:56,13:57,14:04,255981_412314_681364,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,802185,7:59,11:24,13:57,14:05,03214657L,"Hung up barotroll at 11:26 for 2nd site. Close to horse field, very shallow and small stream. Looks like lots of potential for ag impacts. Accidentially took downstream photo before upstream photo. Only able to get 1X grain size analysis photo series done. 1 in water photo (due to lack of space and murky water unable to see bottom with tablet). ",Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/17/21 9:24,Tieton,S77,SPS_0034,9/2/21,PST,"Lupita_Renteria, Opal_Otenburg",11:59,14:32,Sunny,"Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),Low,None,Low,46.625578,-120.583712,18,8:43,12:04,12:24,12:28,14:28,14:30,441037_655955_718288,14.7,308.8,8.36,212.5,12.17,14.4,309.8,8.36,213.1,12:18,14.4,309.9,8.35,213.5,12:19,802177,8:46,12:01,14:24,12:25,03214660L,"Minidot serial number was written incorrectly as ""441039"" instead of ""441037"" on the metadata sheets. ",Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/17/21 9:46,Tieton,S79,SPS_0035,9/3/21,PST,"Lupita_Renteria, Opal_Otenburg",7:40,10:22,Sunny,"Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),None,None,None,46.763844,-120.456432,16,7:47,7:54,8:14,8:16,10:16,14:51,441037_655955_718288,15.8,94.12,6.87,62.08,8:10,15.7,94.03,7.28,62.08,8:10,15.7,94.04,7.38,62.12,8:11,802177,7:58,7:58,10:15,14:48,03214660L,There is no place to take a dry sediment quadrant that is not man-made. At 9:10- 9:20 a boat was putting out upstream of our manta. Minidot serial number was 441037but was incorrectly written as 441039 on the metadata sheet. ,Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/16/21 8:38,Satus,S82,SPS_0003,9/3/21,PST,"Stephanie_Fulton, Josh_Torgeson",8:35,12:30,"Sunny, Lots of smoke in the morning ","Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),Low,Low,None,46.53837,-120.480372,13,7:37,8:39,10:19,10:22,12:22,12:26,784311_24311_451450,15.4,207,7.76,139.7,10:33,15.3,206.8,7.78,139.8,10:35,15.3,207,7.78,139.9,10:36,802182,8:51,8:53,12:20,12:23,03214654L,"Appears to be relatively high quality stream with very clear water, no algal mats and saw several schools of fish. Site is surrounded by a grassy park next to a road crossing. Pockets of tall cane in riparian zone. Canopy cover is patchy. ",Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/14/21 9:41,Cle Elum,S83,SPS_0023,9/3/21,PST,"Mikayla_Borton, James_Stegen",11:20,13:55,"Sunny, Shaded","Broadleaf deciduous tree, Shrub",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),Med,None,Med,47.239586,-121.227415,27,7:12,11:29,11:49,11:52,13:53,16:26,299254_942543_389834,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,802197,7:19,11:30,13:44,13:46,03214658L,N/A,Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/17/21 10:59,Temporal Sites,T02,SPS_0054,9/7/21,PST,"Sophia_McKever, Lupita_Renteria",10:40,13:18,"Sunny, Smoky","Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),None,None,Low,46.232095,-119.999901,16,7:23,10:49,11:09,11:13,13:13,13:17,255981_681364_412314,20.8,215.8,7.99,143,11:07,20.9,214.8,7.98,143.1,11:07,20.6,216.4,7.99,144.2,11:07,801493,7:43,10:55,13:10,13:13,03214660L,Minidot 412314 boat motor stopped running during 2hr incubation we tried our best with the underwater pictures,Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/17/21 11:16,Temporal Sites,T03,SPS_0055,9/8/21,PST,"Sophia_McKever, Lupita_Renteria",8:08,10:40,"Overcast, Smoky","Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),None,None,None,46.530817,-120.470337,16,8:10,8:14,8:34,8:38,10:38,14:05,255981_412314_681364,16.8,102.1,7.89,66.98,8:25,16.8,102.1,7.86,67.1,8:25,16.8,102.1,7.81,67.03,8:26,801493,8:20,8:22,10:38,14:01,03214660L,There weren't many areas with exposed sediments. There was grass all along the bank. ,Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/17/21 11:27,Temporal Sites,T05,SPS_0056,9/8/21,PST,"Sophia_McKever, Lupita_Renteria",11:33,14:05,"Sunny, Smoky","Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),None,None,None,46.728776,-120.713733,16,8:10,11:41,12:01,12:03,14:03,14:05,255981_412314_681364,20.1,66.52,8.31,43.33,12:35,18.4,67.32,8.28,43.48,12:35,18.7,67.15,8.28,43.63,12:35,801493,8:20,11:39,14:00,14:01,03214660L,N/A,Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
9/17/21 10:47,Temporal Sites,T07,SPS_0053,9/7/21,PST,"Sophia_McKever, Lupita_Renteria",7:24,9:55,Sunny,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),None,None,None,46.255319,-119.47405,16,7:23,7:28,7:48,7:51,9:51,13:17,225981_681364_412314,19.9,243.5,8.06,163.2,8:05,19.9,243.3,8.08,163.1,8:05,19.9,243.5,8.07,163.1,8:05,801493,7:43,7:50,9:48,13:13,03214660L,The water was too murky to see any of the underwater pictures ,Liquid>Aqueous,Grab>Water,US Department of Energy River Corridor Science Focus Area,United States
